Id,ActivityHour,TotalIntensity,AverageIntensity,Hour
1503960366,4/14/16 1:00,3,0.05,Thursday
1503960366,4/14/16 2:00,0,0,Thursday
1503960366,4/14/16 3:00,0,0,Thursday
1503960366,4/14/16 4:00,0,0,Thursday
1503960366,4/14/16 5:00,0,0,Thursday
1503960366,4/14/16 6:00,0,0,Thursday
1503960366,4/14/16 7:00,0,0,Thursday
1503960366,4/14/16 8:00,0,0,Thursday
1503960366,4/14/16 9:00,14,0.233333,Thursday
1503960366,4/14/16 10:00,23,0.383333,Thursday
1503960366,4/14/16 11:00,7,0.116667,Thursday
1503960366,4/14/16 12:00,18,0.3,Thursday
1503960366,4/14/16 13:00,54,0.9,Thursday
1503960366,4/14/16 14:00,22,0.366667,Thursday
1503960366,4/14/16 15:00,7,0.116667,Thursday
1503960366,4/14/16 16:00,25,0.416667,Thursday
1503960366,4/14/16 17:00,5,0.083333,Thursday
1503960366,4/14/16 18:00,12,0.2,Thursday
1503960366,4/14/16 19:00,1,0.016667,Thursday
1503960366,4/14/16 20:00,24,0.4,Thursday
1503960366,4/14/16 21:00,57,0.95,Thursday
1503960366,4/14/16 22:00,17,0.283333,Thursday
1503960366,4/14/16 23:00,0,0,Thursday
1503960366,4/15/16 0:00,6,0.1,Friday
1503960366,4/15/16 1:00,5,0.083333,Friday
1503960366,4/15/16 2:00,7,0.116667,Friday
1503960366,4/15/16 3:00,0,0,Friday
1503960366,4/15/16 4:00,0,0,Friday
1503960366,4/15/16 5:00,1,0.016667,Friday
1503960366,4/15/16 6:00,0,0,Friday
1503960366,4/15/16 7:00,1,0.016667,Friday
1503960366,4/15/16 8:00,5,0.083333,Friday
1503960366,4/15/16 9:00,2,0.033333,Friday
1503960366,4/15/16 10:00,8,0.133333,Friday
1503960366,4/15/16 11:00,23,0.383333,Friday
1503960366,4/15/16 12:00,13,0.216667,Friday
1503960366,4/15/16 13:00,9,0.15,Friday
1503960366,4/15/16 14:00,0,0,Friday
1503960366,4/15/16 15:00,0,0,Friday
1503960366,4/15/16 16:00,0,0,Friday
1503960366,4/15/16 17:00,47,0.783333,Friday
1503960366,4/15/16 18:00,22,0.366667,Friday
1503960366,4/15/16 19:00,32,0.533333,Friday
1503960366,4/15/16 20:00,8,0.133333,Friday
1503960366,4/15/16 21:00,14,0.233333,Friday
1503960366,4/15/16 22:00,66,1.1,Friday
1503960366,4/15/16 23:00,95,1.583333,Friday
1503960366,4/16/16 0:00,15,0.25,Saturday
1503960366,4/16/16 1:00,0,0,Saturday
1503960366,4/16/16 2:00,3,0.05,Saturday
1503960366,4/16/16 3:00,1,0.016667,Saturday
1503960366,4/16/16 4:00,1,0.016667,Saturday
1503960366,4/16/16 5:00,1,0.016667,Saturday
1503960366,4/16/16 6:00,0,0,Saturday
1503960366,4/16/16 7:00,4,0.066667,Saturday
1503960366,4/16/16 8:00,9,0.15,Saturday
1503960366,4/16/16 9:00,38,0.633333,Saturday
1503960366,4/16/16 10:00,14,0.233333,Saturday
1503960366,4/16/16 11:00,30,0.5,Saturday
1503960366,4/16/16 12:00,42,0.7,Saturday
1503960366,4/16/16 13:00,90,1.5,Saturday
1503960366,4/16/16 14:00,20,0.333333,Saturday
1503960366,4/16/16 15:00,0,0,Saturday
1503960366,4/16/16 16:00,2,0.033333,Saturday
1503960366,4/16/16 17:00,17,0.283333,Saturday
1503960366,4/16/16 18:00,10,0.166667,Saturday
1503960366,4/16/16 19:00,12,0.2,Saturday
1503960366,4/16/16 20:00,19,0.316667,Saturday
1503960366,4/16/16 21:00,13,0.216667,Saturday
1503960366,4/16/16 22:00,3,0.05,Saturday
1503960366,4/16/16 23:00,5,0.083333,Saturday
1503960366,4/17/16 0:00,0,0,Sunday
1503960366,4/17/16 1:00,0,0,Sunday
1503960366,4/17/16 2:00,0,0,Sunday
1503960366,4/17/16 3:00,1,0.016667,Sunday
1503960366,4/17/16 4:00,0,0,Sunday
1503960366,4/17/16 5:00,0,0,Sunday
1503960366,4/17/16 6:00,0,0,Sunday
1503960366,4/17/16 7:00,0,0,Sunday
1503960366,4/17/16 8:00,0,0,Sunday
1503960366,4/17/16 9:00,0,0,Sunday
1503960366,4/17/16 10:00,0,0,Sunday
1503960366,4/17/16 11:00,9,0.15,Sunday
1503960366,4/17/16 12:00,18,0.3,Sunday
1503960366,4/17/16 13:00,23,0.383333,Sunday
1503960366,4/17/16 14:00,10,0.166667,Sunday
1503960366,4/17/16 15:00,13,0.216667,Sunday
1503960366,4/17/16 16:00,2,0.033333,Sunday
1503960366,4/17/16 17:00,71,1.183333,Sunday
1503960366,4/17/16 18:00,39,0.65,Sunday
1503960366,4/17/16 19:00,24,0.4,Sunday
1503960366,4/17/16 20:00,87,1.45,Sunday
1503960366,4/17/16 21:00,16,0.266667,Sunday
1503960366,4/17/16 22:00,5,0.083333,Sunday
1503960366,4/17/16 23:00,0,0,Sunday
1503960366,4/18/16 0:00,21,0.35,Monday
1503960366,4/18/16 1:00,0,0,Monday
1503960366,4/18/16 2:00,0,0,Monday
1503960366,4/18/16 3:00,0,0,Monday
1503960366,4/18/16 4:00,0,0,Monday
1503960366,4/18/16 5:00,0,0,Monday
1503960366,4/18/16 6:00,0,0,Monday
1503960366,4/18/16 7:00,0,0,Monday
1503960366,4/18/16 8:00,0,0,Monday
1503960366,4/18/16 9:00,39,0.65,Monday
1503960366,4/18/16 10:00,17,0.283333,Monday
1503960366,4/18/16 11:00,15,0.25,Monday
1503960366,4/18/16 12:00,40,0.666667,Monday
1503960366,4/18/16 13:00,9,0.15,Monday
1503960366,4/18/16 14:00,7,0.116667,Monday
1503960366,4/18/16 15:00,14,0.233333,Monday
1503960366,4/18/16 16:00,17,0.283333,Monday
1503960366,4/18/16 17:00,18,0.3,Monday
1503960366,4/18/16 18:00,114,1.9,Monday
1503960366,4/18/16 19:00,30,0.5,Monday
1503960366,4/18/16 20:00,2,0.033333,Monday
1503960366,4/18/16 21:00,11,0.183333,Monday
1503960366,4/18/16 22:00,19,0.316667,Monday
1503960366,4/18/16 23:00,18,0.3,Monday
1503960366,4/19/16 0:00,0,0,Tuesday
1503960366,4/19/16 1:00,1,0.016667,Tuesday
1503960366,4/19/16 2:00,0,0,Tuesday
1503960366,4/19/16 3:00,2,0.033333,Tuesday
1503960366,4/19/16 4:00,0,0,Tuesday
1503960366,4/19/16 5:00,0,0,Tuesday
1503960366,4/19/16 6:00,1,0.016667,Tuesday
1503960366,4/19/16 7:00,19,0.316667,Tuesday
1503960366,4/19/16 8:00,38,0.633333,Tuesday
1503960366,4/19/16 9:00,16,0.266667,Tuesday
1503960366,4/19/16 10:00,16,0.266667,Tuesday
1503960366,4/19/16 11:00,13,0.216667,Tuesday
1503960366,4/19/16 12:00,61,1.016667,Tuesday
1503960366,4/19/16 13:00,65,1.083333,Tuesday
1503960366,4/19/16 14:00,12,0.2,Tuesday
1503960366,4/19/16 15:00,12,0.2,Tuesday
1503960366,4/19/16 16:00,9,0.15,Tuesday
1503960366,4/19/16 17:00,13,0.216667,Tuesday
1503960366,4/19/16 18:00,30,0.5,Tuesday
1503960366,4/19/16 19:00,31,0.516667,Tuesday
1503960366,4/19/16 20:00,69,1.15,Tuesday
1503960366,4/19/16 21:00,16,0.266667,Tuesday
1503960366,4/19/16 22:00,4,0.066667,Tuesday
1503960366,4/19/16 23:00,48,0.8,Tuesday
1503960366,4/20/16 0:00,2,0.033333,Wednesday
1503960366,4/20/16 1:00,2,0.033333,Wednesday
1503960366,4/20/16 2:00,0,0,Wednesday
1503960366,4/20/16 3:00,0,0,Wednesday
1503960366,4/20/16 4:00,0,0,Wednesday
1503960366,4/20/16 5:00,0,0,Wednesday
1503960366,4/20/16 6:00,0,0,Wednesday
1503960366,4/20/16 7:00,3,0.05,Wednesday
1503960366,4/20/16 8:00,14,0.233333,Wednesday
1503960366,4/20/16 9:00,50,0.833333,Wednesday
1503960366,4/20/16 10:00,13,0.216667,Wednesday
1503960366,4/20/16 11:00,1,0.016667,Wednesday
1503960366,4/20/16 12:00,8,0.133333,Wednesday
1503960366,4/20/16 13:00,5,0.083333,Wednesday
1503960366,4/20/16 14:00,39,0.65,Wednesday
1503960366,4/20/16 15:00,21,0.35,Wednesday
1503960366,4/20/16 16:00,11,0.183333,Wednesday
1503960366,4/20/16 17:00,2,0.033333,Wednesday
1503960366,4/20/16 18:00,32,0.533333,Wednesday
1503960366,4/20/16 19:00,36,0.6,Wednesday
1503960366,4/20/16 20:00,12,0.2,Wednesday
1503960366,4/20/16 21:00,22,0.366667,Wednesday
1503960366,4/20/16 22:00,7,0.116667,Wednesday
1503960366,4/20/16 23:00,33,0.55,Wednesday
1503960366,4/21/16 0:00,2,0.033333,Thursday
1503960366,4/21/16 1:00,8,0.133333,Thursday
1503960366,4/21/16 2:00,5,0.083333,Thursday
1503960366,4/21/16 3:00,0,0,Thursday
1503960366,4/21/16 4:00,0,0,Thursday
1503960366,4/21/16 5:00,0,0,Thursday
1503960366,4/21/16 6:00,0,0,Thursday
1503960366,4/21/16 7:00,3,0.05,Thursday
1503960366,4/21/16 8:00,15,0.25,Thursday
1503960366,4/21/16 9:00,26,0.433333,Thursday
1503960366,4/21/16 10:00,16,0.266667,Thursday
1503960366,4/21/16 11:00,0,0,Thursday
1503960366,4/21/16 12:00,11,0.183333,Thursday
1503960366,4/21/16 13:00,25,0.416667,Thursday
1503960366,4/21/16 14:00,2,0.033333,Thursday
1503960366,4/21/16 15:00,8,0.133333,Thursday
1503960366,4/21/16 16:00,4,0.066667,Thursday
1503960366,4/21/16 17:00,5,0.083333,Thursday
1503960366,4/21/16 18:00,9,0.15,Thursday
1503960366,4/21/16 19:00,8,0.133333,Thursday
1503960366,4/21/16 20:00,92,1.533333,Thursday
1503960366,4/21/16 21:00,21,0.35,Thursday
1503960366,4/21/16 22:00,9,0.15,Thursday
1503960366,4/21/16 23:00,15,0.25,Thursday
1503960366,4/22/16 0:00,0,0,Friday
1503960366,4/22/16 1:00,0,0,Friday
1503960366,4/22/16 2:00,0,0,Friday
1503960366,4/22/16 3:00,0,0,Friday
1503960366,4/22/16 4:00,0,0,Friday
1503960366,4/22/16 5:00,0,0,Friday
1503960366,4/22/16 6:00,0,0,Friday
1503960366,4/22/16 7:00,0,0,Friday
1503960366,4/22/16 8:00,0,0,Friday
1503960366,4/22/16 9:00,13,0.216667,Friday
1503960366,4/22/16 10:00,2,0.033333,Friday
1503960366,4/22/16 11:00,34,0.566667,Friday
1503960366,4/22/16 12:00,2,0.033333,Friday
1503960366,4/22/16 13:00,4,0.066667,Friday
1503960366,4/22/16 14:00,0,0,Friday
1503960366,4/22/16 15:00,10,0.166667,Friday
1503960366,4/22/16 16:00,4,0.066667,Friday
1503960366,4/22/16 17:00,18,0.3,Friday
1503960366,4/22/16 18:00,23,0.383333,Friday
1503960366,4/22/16 19:00,16,0.266667,Friday
1503960366,4/22/16 20:00,13,0.216667,Friday
1503960366,4/22/16 21:00,159,2.65,Friday
1503960366,4/22/16 22:00,30,0.5,Friday
1503960366,4/22/16 23:00,54,0.9,Friday
1503960366,4/23/16 0:00,9,0.15,Saturday
1503960366,4/23/16 1:00,0,0,Saturday
1503960366,4/23/16 2:00,1,0.016667,Saturday
1503960366,4/23/16 3:00,0,0,Saturday
1503960366,4/23/16 4:00,0,0,Saturday
1503960366,4/23/16 5:00,0,0,Saturday
1503960366,4/23/16 6:00,2,0.033333,Saturday
1503960366,4/23/16 7:00,0,0,Saturday
1503960366,4/23/16 8:00,8,0.133333,Saturday
1503960366,4/23/16 9:00,17,0.283333,Saturday
1503960366,4/23/16 10:00,4,0.066667,Saturday
1503960366,4/23/16 11:00,11,0.183333,Saturday
1503960366,4/23/16 12:00,49,0.816667,Saturday
1503960366,4/23/16 13:00,51,0.85,Saturday
1503960366,4/23/16 14:00,20,0.333333,Saturday
1503960366,4/23/16 15:00,15,0.25,Saturday
1503960366,4/23/16 16:00,52,0.866667,Saturday
1503960366,4/23/16 17:00,26,0.433333,Saturday
1503960366,4/23/16 18:00,66,1.1,Saturday
1503960366,4/23/16 19:00,2,0.033333,Saturday
1503960366,4/23/16 20:00,9,0.15,Saturday
1503960366,4/23/16 21:00,54,0.9,Saturday
1503960366,4/23/16 22:00,25,0.416667,Saturday
1503960366,4/23/16 23:00,6,0.1,Saturday
1503960366,4/24/16 0:00,10,0.166667,Sunday
1503960366,4/24/16 1:00,2,0.033333,Sunday
1503960366,4/24/16 2:00,0,0,Sunday
1503960366,4/24/16 3:00,0,0,Sunday
1503960366,4/24/16 4:00,1,0.016667,Sunday
1503960366,4/24/16 5:00,0,0,Sunday
1503960366,4/24/16 6:00,1,0.016667,Sunday
1503960366,4/24/16 7:00,0,0,Sunday
1503960366,4/24/16 8:00,1,0.016667,Sunday
1503960366,4/24/16 9:00,8,0.133333,Sunday
1503960366,4/24/16 10:00,26,0.433333,Sunday
1503960366,4/24/16 11:00,12,0.2,Sunday
1503960366,4/24/16 12:00,12,0.2,Sunday
1503960366,4/24/16 13:00,12,0.2,Sunday
1503960366,4/24/16 14:00,1,0.016667,Sunday
1503960366,4/24/16 15:00,2,0.033333,Sunday
1503960366,4/24/16 16:00,29,0.483333,Sunday
1503960366,4/24/16 17:00,25,0.416667,Sunday
1503960366,4/24/16 18:00,40,0.666667,Sunday
1503960366,4/24/16 19:00,131,2.183333,Sunday
1503960366,4/24/16 20:00,18,0.3,Sunday
1503960366,4/24/16 21:00,17,0.283333,Sunday
1503960366,4/24/16 22:00,7,0.116667,Sunday
1503960366,4/24/16 23:00,10,0.166667,Sunday
1503960366,4/25/16 0:00,8,0.133333,Monday
1503960366,4/25/16 1:00,3,0.05,Monday
1503960366,4/25/16 2:00,6,0.1,Monday
1503960366,4/25/16 3:00,0,0,Monday
1503960366,4/25/16 4:00,2,0.033333,Monday
1503960366,4/25/16 5:00,1,0.016667,Monday
1503960366,4/25/16 6:00,0,0,Monday
1503960366,4/25/16 7:00,3,0.05,Monday
1503960366,4/25/16 8:00,22,0.366667,Monday
1503960366,4/25/16 9:00,46,0.766667,Monday
1503960366,4/25/16 10:00,12,0.2,Monday
1503960366,4/25/16 11:00,24,0.4,Monday
1503960366,4/25/16 12:00,19,0.316667,Monday
1503960366,4/25/16 13:00,13,0.216667,Monday
1503960366,4/25/16 14:00,5,0.083333,Monday
1503960366,4/25/16 15:00,13,0.216667,Monday
1503960366,4/25/16 16:00,10,0.166667,Monday
1503960366,4/25/16 17:00,8,0.133333,Monday
1503960366,4/25/16 18:00,6,0.1,Monday
1503960366,4/25/16 19:00,86,1.433333,Monday
1503960366,4/25/16 20:00,30,0.5,Monday
1503960366,4/25/16 21:00,132,2.2,Monday
1503960366,4/25/16 22:00,11,0.183333,Monday
1503960366,4/25/16 23:00,3,0.05,Monday
1503960366,4/26/16 0:00,4,0.066667,Tuesday
1503960366,4/26/16 1:00,11,0.183333,Tuesday
1503960366,4/26/16 2:00,0,0,Tuesday
1503960366,4/26/16 3:00,11,0.183333,Tuesday
1503960366,4/26/16 4:00,0,0,Tuesday
1503960366,4/26/16 5:00,1,0.016667,Tuesday
1503960366,4/26/16 6:00,0,0,Tuesday
1503960366,4/26/16 7:00,3,0.05,Tuesday
1503960366,4/26/16 8:00,13,0.216667,Tuesday
1503960366,4/26/16 9:00,31,0.516667,Tuesday
1503960366,4/26/16 10:00,22,0.366667,Tuesday
1503960366,4/26/16 11:00,17,0.283333,Tuesday
1503960366,4/26/16 12:00,10,0.166667,Tuesday
1503960366,4/26/16 13:00,42,0.7,Tuesday
1503960366,4/26/16 14:00,60,1,Tuesday
1503960366,4/26/16 15:00,9,0.15,Tuesday
1503960366,4/26/16 16:00,22,0.366667,Tuesday
1503960366,4/26/16 17:00,5,0.083333,Tuesday
1503960366,4/26/16 18:00,72,1.2,Tuesday
1503960366,4/26/16 19:00,15,0.25,Tuesday
1503960366,4/26/16 20:00,26,0.433333,Tuesday
1503960366,4/26/16 21:00,14,0.233333,Tuesday
1503960366,4/26/16 22:00,9,0.15,Tuesday
1503960366,4/26/16 23:00,21,0.35,Tuesday
1503960366,4/27/16 0:00,10,0.166667,Wednesday
1503960366,4/27/16 1:00,5,0.083333,Wednesday
1503960366,4/27/16 2:00,2,0.033333,Wednesday
1503960366,4/27/16 3:00,0,0,Wednesday
1503960366,4/27/16 4:00,0,0,Wednesday
1503960366,4/27/16 5:00,0,0,Wednesday
1503960366,4/27/16 6:00,0,0,Wednesday
1503960366,4/27/16 7:00,0,0,Wednesday
1503960366,4/27/16 8:00,0,0,Wednesday
1503960366,4/27/16 9:00,33,0.55,Wednesday
1503960366,4/27/16 10:00,27,0.45,Wednesday
1503960366,4/27/16 11:00,23,0.383333,Wednesday
1503960366,4/27/16 12:00,12,0.2,Wednesday
1503960366,4/27/16 13:00,13,0.216667,Wednesday
1503960366,4/27/16 14:00,35,0.583333,Wednesday
1503960366,4/27/16 15:00,6,0.1,Wednesday
1503960366,4/27/16 16:00,7,0.116667,Wednesday
1503960366,4/27/16 17:00,13,0.216667,Wednesday
1503960366,4/27/16 18:00,73,1.216667,Wednesday
1503960366,4/27/16 19:00,150,2.5,Wednesday
1503960366,4/27/16 20:00,70,1.166667,Wednesday
1503960366,4/27/16 21:00,20,0.333333,Wednesday
1503960366,4/27/16 22:00,0,0,Wednesday
1503960366,4/27/16 23:00,0,0,Wednesday
1503960366,4/28/16 0:00,0,0,Thursday
1503960366,4/28/16 1:00,10,0.166667,Thursday
1503960366,4/28/16 2:00,0,0,Thursday
1503960366,4/28/16 3:00,0,0,Thursday
1503960366,4/28/16 4:00,0,0,Thursday
1503960366,4/28/16 5:00,0,0,Thursday
1503960366,4/28/16 6:00,0,0,Thursday
1503960366,4/28/16 7:00,1,0.016667,Thursday
1503960366,4/28/16 8:00,11,0.183333,Thursday
1503960366,4/28/16 9:00,38,0.633333,Thursday
1503960366,4/28/16 10:00,19,0.316667,Thursday
1503960366,4/28/16 11:00,10,0.166667,Thursday
1503960366,4/28/16 12:00,16,0.266667,Thursday
1503960366,4/28/16 13:00,33,0.55,Thursday
1503960366,4/28/16 14:00,47,0.783333,Thursday
1503960366,4/28/16 15:00,5,0.083333,Thursday
1503960366,4/28/16 16:00,10,0.166667,Thursday
1503960366,4/28/16 17:00,11,0.183333,Thursday
1503960366,4/28/16 18:00,56,0.933333,Thursday
1503960366,4/28/16 19:00,1,0.016667,Thursday
1503960366,4/28/16 20:00,50,0.833333,Thursday
1503960366,4/28/16 21:00,21,0.35,Thursday
1503960366,4/28/16 22:00,2,0.033333,Thursday
1503960366,4/28/16 23:00,48,0.8,Thursday
1503960366,4/29/16 0:00,9,0.15,Friday
1503960366,4/29/16 1:00,0,0,Friday
1503960366,4/29/16 2:00,4,0.066667,Friday
1503960366,4/29/16 3:00,0,0,Friday
1503960366,4/29/16 4:00,0,0,Friday
1503960366,4/29/16 5:00,0,0,Friday
1503960366,4/29/16 6:00,0,0,Friday
1503960366,4/29/16 7:00,3,0.05,Friday
1503960366,4/29/16 8:00,13,0.216667,Friday
1503960366,4/29/16 9:00,33,0.55,Friday
1503960366,4/29/16 10:00,4,0.066667,Friday
1503960366,4/29/16 11:00,4,0.066667,Friday
1503960366,4/29/16 12:00,6,0.1,Friday
1503960366,4/29/16 13:00,6,0.1,Friday
1503960366,4/29/16 14:00,56,0.933333,Friday
1503960366,4/29/16 15:00,23,0.383333,Friday
1503960366,4/29/16 16:00,10,0.166667,Friday
1503960366,4/29/16 17:00,9,0.15,Friday
1503960366,4/29/16 18:00,5,0.083333,Friday
1503960366,4/29/16 19:00,11,0.183333,Friday
1503960366,4/29/16 20:00,16,0.266667,Friday
1503960366,4/29/16 21:00,20,0.333333,Friday
1503960366,4/29/16 22:00,27,0.45,Friday
1503960366,4/29/16 23:00,56,0.933333,Friday
1503960366,4/30/16 0:00,1,0.016667,Saturday
1503960366,4/30/16 1:00,7,0.116667,Saturday
1503960366,4/30/16 2:00,0,0,Saturday
1503960366,4/30/16 3:00,1,0.016667,Saturday
1503960366,4/30/16 4:00,0,0,Saturday
1503960366,4/30/16 5:00,0,0,Saturday
1503960366,4/30/16 6:00,0,0,Saturday
1503960366,4/30/16 7:00,0,0,Saturday
1503960366,4/30/16 8:00,3,0.05,Saturday
1503960366,4/30/16 9:00,11,0.183333,Saturday
1503960366,4/30/16 10:00,17,0.283333,Saturday
1503960366,4/30/16 11:00,7,0.116667,Saturday
1503960366,4/30/16 12:00,4,0.066667,Saturday
1503960366,4/30/16 13:00,11,0.183333,Saturday
1503960366,4/30/16 14:00,22,0.366667,Saturday
1503960366,4/30/16 15:00,26,0.433333,Saturday
1503960366,4/30/16 16:00,99,1.65,Saturday
1503960366,4/30/16 17:00,55,0.916667,Saturday
1503960366,4/30/16 18:00,71,1.183333,Saturday
1503960366,4/30/16 19:00,4,0.066667,Saturday
1503960366,4/30/16 20:00,5,0.083333,Saturday
1503960366,4/30/16 21:00,22,0.366667,Saturday
1503960366,4/30/16 22:00,47,0.783333,Saturday
1503960366,4/30/16 23:00,28,0.466667,Saturday
1503960366,5/1/16 0:00,9,0.15,Sunday
1503960366,5/1/16 1:00,8,0.133333,Sunday
1503960366,5/1/16 2:00,2,0.033333,Sunday
1503960366,5/1/16 3:00,1,0.016667,Sunday
1503960366,5/1/16 4:00,0,0,Sunday
1503960366,5/1/16 5:00,0,0,Sunday
1503960366,5/1/16 6:00,0,0,Sunday
1503960366,5/1/16 7:00,3,0.05,Sunday
1503960366,5/1/16 8:00,6,0.1,Sunday
1503960366,5/1/16 9:00,12,0.2,Sunday
1503960366,5/1/16 10:00,6,0.1,Sunday
1503960366,5/1/16 11:00,10,0.166667,Sunday
1503960366,5/1/16 12:00,10,0.166667,Sunday
1503960366,5/1/16 13:00,5,0.083333,Sunday
1503960366,5/1/16 14:00,25,0.416667,Sunday
1503960366,5/1/16 15:00,21,0.35,Sunday
1503960366,5/1/16 16:00,23,0.383333,Sunday
1503960366,5/1/16 17:00,33,0.55,Sunday
1503960366,5/1/16 18:00,70,1.166667,Sunday
1503960366,5/1/16 19:00,14,0.233333,Sunday
1503960366,5/1/16 20:00,6,0.1,Sunday
1503960366,5/1/16 21:00,25,0.416667,Sunday
1503960366,5/1/16 22:00,50,0.833333,Sunday
1503960366,5/1/16 23:00,76,1.266667,Sunday
1503960366,5/2/16 0:00,0,0,Monday
1503960366,5/2/16 1:00,7,0.116667,Monday
1503960366,5/2/16 2:00,0,0,Monday
1503960366,5/2/16 3:00,1,0.016667,Monday
1503960366,5/2/16 4:00,0,0,Monday
1503960366,5/2/16 5:00,0,0,Monday
1503960366,5/2/16 6:00,0,0,Monday
1503960366,5/2/16 7:00,3,0.05,Monday
1503960366,5/2/16 8:00,12,0.2,Monday
1503960366,5/2/16 9:00,30,0.5,Monday
1503960366,5/2/16 10:00,19,0.316667,Monday
1503960366,5/2/16 11:00,16,0.266667,Monday
1503960366,5/2/16 12:00,64,1.066667,Monday
1503960366,5/2/16 13:00,21,0.35,Monday
1503960366,5/2/16 14:00,13,0.216667,Monday
1503960366,5/2/16 15:00,11,0.183333,Monday
1503960366,5/2/16 16:00,24,0.4,Monday
1503960366,5/2/16 17:00,12,0.2,Monday
1503960366,5/2/16 18:00,9,0.15,Monday
1503960366,5/2/16 19:00,13,0.216667,Monday
1503960366,5/2/16 20:00,105,1.75,Monday
1503960366,5/2/16 21:00,25,0.416667,Monday
1503960366,5/2/16 22:00,28,0.466667,Monday
1503960366,5/2/16 23:00,17,0.283333,Monday
1503960366,5/3/16 0:00,3,0.05,Tuesday
1503960366,5/3/16 1:00,6,0.1,Tuesday
1503960366,5/3/16 2:00,1,0.016667,Tuesday
1503960366,5/3/16 3:00,5,0.083333,Tuesday
1503960366,5/3/16 4:00,0,0,Tuesday
1503960366,5/3/16 5:00,0,0,Tuesday
1503960366,5/3/16 6:00,2,0.033333,Tuesday
1503960366,5/3/16 7:00,3,0.05,Tuesday
1503960366,5/3/16 8:00,11,0.183333,Tuesday
1503960366,5/3/16 9:00,24,0.4,Tuesday
1503960366,5/3/16 10:00,25,0.416667,Tuesday
1503960366,5/3/16 11:00,12,0.2,Tuesday
1503960366,5/3/16 12:00,17,0.283333,Tuesday
1503960366,5/3/16 13:00,23,0.383333,Tuesday
1503960366,5/3/16 14:00,26,0.433333,Tuesday
1503960366,5/3/16 15:00,46,0.766667,Tuesday
1503960366,5/3/16 16:00,33,0.55,Tuesday
1503960366,5/3/16 17:00,18,0.3,Tuesday
1503960366,5/3/16 18:00,86,1.433333,Tuesday
1503960366,5/3/16 19:00,5,0.083333,Tuesday
1503960366,5/3/16 20:00,1,0.016667,Tuesday
1503960366,5/3/16 21:00,37,0.616667,Tuesday
1503960366,5/3/16 22:00,58,0.966667,Tuesday
1503960366,5/3/16 23:00,10,0.166667,Tuesday
1503960366,5/4/16 0:00,17,0.283333,Wednesday
1503960366,5/4/16 1:00,2,0.033333,Wednesday
1503960366,5/4/16 2:00,0,0,Wednesday
1503960366,5/4/16 3:00,0,0,Wednesday
1503960366,5/4/16 4:00,0,0,Wednesday
